clean_sku,original_sku,product_name,category,subcategory,price,inventory,inventory_date,record_status
EL-LA-2396,EL-LA-2396,Test Product 6805 [Updated] ,Electronics,Laptops,,7.0,,Missing price
SP-OU-4139,SP-OU-4139,Test Product 2001 [Updated] ,Sports,Outdoor,,44.0,2024-11-05 11:06:03.226,Missing price
HO-DE-2425,HO-DE-2425,Test Product 8057 [Updated] ,Home & kitchen,Decor,194.51,93.0,2024-05-24 11:06:03.404214,Complete
HO-DE-9223,HO-DE-9223,,Home & kitchen,Decor,94.16,53.0,2024-07-17 11:06:03.376423,Complete
TO-GA-2904,TO-GA-2904,Test Product 9047 [Updated] ,Toys,Games,480.80,96.0,2024-04-01 11:06:03.433305,Complete
SP-OU-4510,SP-OU-4510,,Sports,Outdoor,48.76,30.0,2024-05-28 11:06:03.319819,Complete
TO-BU-2223,TO-BU-2223,Test Product 4406 - Latest Model ,Toys,Building,127.03,71.0,2024-08-19 11:06:03.297173,Complete
BO-RE-8986,BO-RE-8986,Test Product 242 (New) ,Books,Reference,357.83,27.0,2024-05-23 11:06:03.173143,Complete
HO-CO-3100,HO-CO-3100,Test Product 4129 (New) ,Home & kitchen,Cookware,413.53,55.0,2024-08-14 11:06:03.289075,Complete
HO-DE-1682,HO-DE-1682,Test Product 6207 - Latest Model ,Home & kitchen,Decor,300.07,0.0,,Complete
CL-SH-6397,CL-SH-6397,Test Product 917 ,Clothing,Shoes,87.13,8.0,2025-01-14 11:06:03.193518,Complete
BO-CH-3532,BO-CH-3532,Test Product 3728 (New) ,Books,Children,448.26,42.0,2024-08-31 11:06:03.277263,Complete
HO-AP-8763,HO-AP-8763,,Home & kitchen,Appliances,32.15,0.0,,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model ,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-NO-1574,BO-NO-1574,Test Product 8427 [Updated] ,Books,Non-Fiction,485.11,6.0,2024-12-08 11:06:03.415066,Complete
CL-ME-9612,CL-ME-9612,Test Product 6838 (New) ,Clothing,Mens,307.91,0.0,,Complete
BO-FI-6243,BO-FI-6243,Test Product 2218 [Updated] ,Books,Fiction,75.65,30.0,2024-12-14 11:06:03.231999,Complete
SP-OU-4412,SP-OU-4412,Test Product 1337 [Updated] ,Sports,Outdoor,456.76,0.0,2024-07-24 11:06:03.206119,Complete
BO-FI-1180,BO-FI-1180,Test Product 5956 [Updated] ,Books,Fiction,389.55,1.0,2024-12-06 11:06:03.342771,Complete
SP-CL-6812,SP-CL-6812,Test Product 9669 ,Sports,Clothing,153.82,57.0,2024-08-24 11:06:03.451552,Complete
BO-CH-4545,BO-CH-4545,Test Product 7940 - Latest Model ,Books,Children,105.27,57.0,2024-05-12 11:06:03.401,Complete
BO-CH-1392,BO-CH-1392,Test Product 234 - Latest Model ,Books,Children,450.44,90.0,2024-11-08 11:06:03.172899,Complete
SP-CL-5509,SP-CL-5509,Test Product 1495 [Updated] ,Sports,Clothing,487.14,65.0,2024-08-04 11:06:03.21078,Complete
SP-AC-2220,SP-AC-2220,,Sports,Accessories,370.32,37.0,2025-02-02 11:06:03.233352,Complete
CL-ME-4960,CL-ME-4960,Test Product 4528 [Updated] ,Clothing,Mens,188.91,0.0,2024-06-14 11:06:03.301,Complete
EL-PH-4119,EL-PH-4119,Test Product 4377 ,Electronics,Phones,14.83,89.0,2024-08-22 11:06:03.296318,Complete
SP-CL-7694,SP-CL-7694,Test Product 9602 (New) ,Sports,,235.79,94.0,2024-03-25 11:06:03.449585,Missing subcategory
BO-ED-9461,BO-ED-9461,Test Product 214 [Updated] ,Books,Educational,191.89,69.0,2024-12-25 11:06:03.172288,Complete
SP-CL-6547,SP-CL-6547,Test Product 6128 (New) ,Sports,Clothing,239.03,0.0,,Complete
BO-NO-8159,BO-NO-8159,Test Product 4016 [Updated] ,Books,Non-Fiction,498.88,1.0,2024-11-21 11:06:03.286,Complete
SP-EQ-7590,SP-EQ-7590,Test Product 9579 ,Sports,Equipment,296.06,24.0,2025-01-11 11:06:03.448918,Complete
EL-AC-6587,EL-AC-6587,Test Product 6892 - Latest Model ,Electronics,Accessories,69.10,19.0,2024-04-30 11:06:03.370113,Complete
SP-CL-4510,SP-CL-4510,Test Product 478 - Latest Model ,Sports,Clothing,169.21,0.0,2024-07-06 11:06:03.18034,Complete
Ho-St-4529,Ho-St-4529,,Home & kitchen,Storage,336.18,75.0,2024-09-08 11:06:03.218725,Complete
HO-FU-4218,HO-FU-4218,Test Product 5020 - Latest Model ,Home & kitchen,Furniture,205.22,82.0,2024-06-01 11:06:03.315286,Complete
EL-AC-4769,EL-AC-4769,Test Product 2752 - Latest Model ,Electronics,Accessories,290.24,0.0,2024-08-21 11:06:03.248,Complete
SP-OU-2421,SP-OU-2421,Test Product 1479 - Latest Model ,Sports,Outdoor,54.09,45.0,2024-02-27 11:06:03.210312,Complete
HO-FU-4608,HO-FU-4608,Test Product 1944 [Updated] ,Home & kitchen,Furniture,247.33,32.0,2024-02-10 11:06:03.223958,Complete
BO-NO-1067,BO-NO-1067,Test Product 3334 [Updated] ,Books,Non-Fiction,310.69,34.0,2024-08-22 11:06:03.266,Complete
BO-RE-2125,BO-RE-2125,Test Product 6036 ,"",Reference,43.42,50.0,2024-05-24 11:06:03.345091,Complete
TO-ED-5877,TO-ED-5877,Test Product 7041 (New) ,Toys,Educational,54.18,14.0,2024-05-30 11:06:03.37448,Complete
HO-DE-2425,HO-DE-2425,,Home & kitchen,Decor,194.51,93.0,2024-05-24 11:06:03.404214,Complete
EL-AC-2598,EL-AC-2598,Test Product 3082 (New) ,Electronics,Accessories,425.07,0.0,2024-09-26 11:06:03.258,Complete
EL-PH-8483,EL-PH-8483,Test Product 1645 [Updated] ,Electronics,Phones,180.94,34.0,2024-12-26 11:06:03.215145,Complete
SP-FI-1945,SP-FI-1945,Test Product 7359 ,Sports,Fitness,152.65,36.0,2024-12-24 11:06:03.384,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170 ,Sports,Clothing,450.53,33.0,2024-02-13 11:06:03.201139,Complete
CL-SH-6111,CL-SH-6111,Test Product 1499 (New) ,Clothing,,368.31,57.0,2024-03-29 11:06:03.210899,Missing subcategory
CL-WO-1402,CL-WO-1402,Test Product 1504 [Updated] ,Clothing,Womens,357.85,48.0,2024-06-25 11:06:03.211048,Complete
Sp-Ou-5979,Sp-Ou-5979,,Sports,Outdoor,,37.0,2024-09-07 11:06:03.280159,Missing price
BO-FI-2333,BO-FI-2333,Test Product 104 (New) ,Books,Fiction,482.28,35.0,2024-06-13 11:06:03.169,Complete
HO-DE-9608,HO-DE-9608,Test Product 2782 - Latest Model ,Home & kitchen,Decor,137.57,17.0,2024-12-02 11:06:03.249,Complete
BO-CH-3182,BO-CH-3182,Test Product 8664 [Updated] ,Books,Children,112.21,21.0,2024-08-18 11:06:03.422018,Complete
TO-OU-2020,TO-OU-2020,Test Product 2014 (New) ,Toys,Outdoor,260.71,0.0,2024-02-17 11:06:03.225995,Complete
SP-CL-9604,SP-CL-9604,Test Product 7389 [Updated] ,Sports,Clothing,98.98,0.0,2024-12-03 11:06:03.38463,Complete
EL-PH-4119,EL-PH-4119,,Electronics,Phones,14.83,89.0,2024-08-22 11:06:03.296318,Complete
CL-ME-1250,CL-ME-1250,Test Product 7985 - Latest Model ,Clothing,Mens,238.15,16.0,2024-06-22 11:06:03.402107,Complete
TO-AR-8807,TO-AR-8807,Test Product 9530 (New) ,Toys,Arts & Crafts,179.60,0.0,2024-08-12 11:06:03.455846,Complete
SP-OU-4943,SP-OU-4943,Test Product 6000 (New) ,"",Outdoor,19.01,74.0,2024-12-11 11:06:03.344042,Complete
BO-ED-1249,BO-ED-1249,Test Product 7525 ,Books,Educational,406.62,55.0,2024-04-01 11:06:03.389,Complete
EL-AC-1723,EL-AC-1723,Test Product 8580 [Updated] ,Electronics,Accessories,452.88,91.0,2024-04-23 11:06:03.419531,Complete
TO-AR-7671,TO-AR-7671,Test Product 481 [Updated] ,Toys,Arts & Crafts,204.04,85.0,2024-11-14 11:06:03.180431,Complete
Ho-Fu-6577,Ho-Fu-6577,Test Product 1393 (New) ,Home & kitchen,Furniture,494.34,49.0,2024-12-04 11:06:03.208,Complete
CL-WO-8060,CL-WO-8060,Test Product 3006 (New) ,Clothing,Womens,386.61,0.0,2024-03-05 11:06:03.2555,Complete
Bo-No-2610,Bo-No-2610,Test Product 3351 - Latest Model ,Books,Non-Fiction,65.33,0.0,2024-06-23 11:06:03.266218,Complete
SP-CL-7136,SP-CL-7136,Test Product 1848 [Updated] ,Sports,Clothing,151.56,93.0,2024-06-25 11:06:03.221121,Complete
CL-ME-3381,CL-ME-3381,Test Product 458 - Latest Model ,Clothing,Mens,498.90,92.0,2024-08-18 11:06:03.179684,Complete
BO-ED-1921,BO-ED-1921,Test Product 9608 [Updated] ,Books,Educational,483.95,36.0,2024-07-18 11:06:03.449762,Complete
Ho-De-7581,Ho-De-7581,Test Product 8573 [Updated] ,Home & kitchen,Decor,146.47,0.0,2024-09-18 11:06:03.419328,Complete
HO-DE-1261,HO-DE-1261,,Home & kitchen,Decor,174.55,55.0,2024-06-14 11:06:03.183174,Complete
SP-OU-4228,SP-OU-4228,Test Product 5831 ,Sports,Outdoor,298.99,95.0,2024-12-20 11:06:03.339144,Complete
BO-FI-4593,BO-FI-4593,Test Product 8107 [Updated] ,Books,Fiction,291.19,75.0,2025-01-05 11:06:03.406,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model ,Toys,Building,251.32,85.0,2025-01-01 11:06:03.45442,Complete
TO-GA-5196,TO-GA-5196,Test Product 6281 (New) ,Toys,Games,139.41,20.0,2024-02-21 11:06:03.352237,Complete
SP-FI-6858,SP-FI-6858,Test Product 5299 ,Sports,Fitness,330.10,0.0,2024-12-19 11:06:03.324,Complete
Ho-Co-9123,Ho-Co-9123,Test Product 190 [Updated] ,Home & kitchen,Cookware,322.23,71.0,2024-11-20 11:06:03.171527,Complete
Sp-Ou-5979,Sp-Ou-5979,Test Product 3827 - Latest Model ,Sports,Outdoor,,37.0,2024-09-07 11:06:03.280159,Missing price
BO-CH-5966,BO-CH-5966,Test Product 2732 (New) ,Books,,,14.0,2025-01-05 11:06:03.247305,Missing price
TO-AR-7625,TO-AR-7625,Test Product 5612 (New) ,Toys,Arts & Crafts,391.64,98.0,2024-03-02 11:06:03.332701,Complete
EL-AC-1236,EL-AC-1236,Test Product 7125 ,Electronics,Accessories,378.52,65.0,2024-06-26 11:06:03.377,Complete
EL-PH-4575,EL-PH-4575,Test Product 7809 ,Electronics,Phones,70.39,12.0,2024-05-21 11:06:03.397,Complete
SP-EQ-1596,SP-EQ-1596,Test Product 347 (New) ,Sports,,396.82,29.0,2024-07-13 11:06:03.176358,Missing subcategory
BO-RE-2210,BO-RE-2210,Test Product 1288 - Latest Model ,Books,Reference,290.75,86.0,2024-08-10 11:06:03.205,Complete
CL-AC-4773,CL-AC-4773,Test Product 6346 (New) ,Clothing,Accessories,35.64,92.0,2024-08-10 11:06:03.354144,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated] ,Books,Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349,Complete
EL-LA-9343,EL-LA-9343,Test Product 3854 (New) ,Electronics,Laptops,241.88,60.0,2024-03-26 11:06:03.280991,Complete
EL-PH-4196,EL-PH-4196,Test Product 8701 (New) ,"",Phones,454.14,0.0,2024-06-05 11:06:03.423123,Complete
TO-ED-9103,TO-ED-9103,Test Product 5735 ,Toys,Educational,212.05,55.0,2024-06-02 11:06:03.336328,Complete
HO-ST-9756,HO-ST-9756,Test Product 4542 ,Home & kitchen,Storage,312.02,0.0,,Complete
HO-DE-1728,HO-DE-1728,Test Product 3468 ,Home & kitchen,Decor,65.54,78.0,2024-11-03 11:06:03.269625,Complete
CL-KI-3012,CL-KI-3012,Test Product 5479 - Latest Model ,Clothing,Kids,435.59,10.0,2025-01-19 11:06:03.328818,Complete
SP-FI-6432,SP-FI-6432,Test Product 3913 ,Sports,Fitness,477.70,0.0,2024-07-21 11:06:03.282723,Complete
Cl-Me-9998,Cl-Me-9998,Test Product 1093 ,Clothing,Mens,310.17,26.0,2025-02-05 11:06:03.198826,Complete
CL-AC-7762,CL-AC-7762,Test Product 4066 - Latest Model ,Clothing,Accessories,21.41,11.0,2024-11-25 11:06:03.287213,Complete
CL-AC-3689,CL-AC-3689,Test Product 9410 (New) ,"",Accessories,145.42,66.0,2024-09-15 11:06:03.443957,Complete
EL-CA-3843,EL-CA-3843,Test Product 4280 (New) ,Electronics,Cameras,333.14,51.0,2024-05-22 11:06:03.293467,Complete
HO-ST-2693,HO-ST-2693,Test Product 4487 ,"",Storage,489.42,32.0,2024-11-20 11:06:03.3,Complete
TO-BU-9537,TO-BU-9537,Test Product 6601 [Updated] ,"",Building,331.56,82.0,2024-08-14 11:06:03.362,Complete
HO-ST-7249,HO-ST-7249,Test Product 7490 [Updated] ,Home & kitchen,Storage,494.24,14.0,2024-05-15 11:06:03.387604,Complete
SP-EQ-6432,SP-EQ-6432,Test Product 4583 - Latest Model ,Sports,Equipment,213.49,92.0,2024-08-28 11:06:03.302391,Complete
El-La-8924,El-La-8924,Test Product 2350 (New) ,Electronics,Laptops,429.74,0.0,2024-03-18 11:06:03.23591,Complete
SP-AC-7269,SP-AC-7269,Test Product 628 [Updated] ,Sports,Accessories,404.23,99.0,2025-01-27 11:06:03.18484,Complete
BO-ED-4176,BO-ED-4176,Test Product 1561 (New) ,Books,Educational,222.05,67.0,2024-05-14 11:06:03.212708,Complete
BO-ED-5936,BO-ED-5936,Test Product 4741 [Updated] ,Books,Educational,300.76,76.0,2024-10-05 11:06:03.307049,Complete
CL-AC-7612,CL-AC-7612,Test Product 6121 [Updated] ,Clothing,Accessories,320.42,92.0,2024-09-28 11:06:03.347571,Complete
TO-ED-6864,TO-ED-6864,Test Product 4035 - Latest Model ,Toys,Educational,190.13,0.0,,Complete
CL-SH-5521,CL-SH-5521,Test Product 2297 - Latest Model ,Clothing,Shoes,95.52,45.0,2024-10-05 11:06:03.234329,Complete
Bo-Ch-2388,Bo-Ch-2388,Test Product 4341 (New) ,Books,Children,304.76,24.0,2024-07-09 11:06:03.295254,Complete
SP-OU-3806,SP-OU-3806,Test Product 5402 - Latest Model ,Sports,Outdoor,354.06,49.0,2024-09-11 11:06:03.327,Complete
EL-AC-8017,EL-AC-8017,Test Product 7286 ,Electronics,Accessories,460.79,51.0,2024-07-24 11:06:03.38162,Complete
EL-CA-3633,EL-CA-3633,Test Product 9588 (New) ,Electronics,Cameras,188.59,0.0,2024-03-09 11:06:03.449175,Complete
HO-FU-6242,HO-FU-6242,Test Product 6371 [Updated] ,Home & kitchen,Furniture,174.96,95.0,2024-04-28 11:06:03.355,Complete
HO-AP-5929,HO-AP-5929,,Home & kitchen,Appliances,96.37,37.0,2024-08-24 11:06:03.401749,Complete
EL-CA-9856,EL-CA-9856,Test Product 4908 [Updated] ,Electronics,Cameras,,0.0,2024-04-12 11:06:03.312,Missing price
TO-ED-5877,TO-ED-5877,Test Product 7041 (New),Toys,Educational,54.72,14.0,2024-05-30 11:06:03.37448,Complete
BO-NO-6978,BO-NO-6978,Test Product 7046 - Latest Model,Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349,Complete
HO-ST-7249,HO-ST-7249,Test Product 7490 [Updated],Home & kitchen,Storage,,14.0,2024-05-15 11:06:03.387604,Missing price
EL-PH-4575,EL-PH-4575,Test Product 7809,Electronics,Phones,71.10,12.0,2024-05-21 11:06:03.397,Complete
BO-NO-1574,BO-NO-1574,Test Product 8427 [Updated],Books,Non-Fiction,485.11,6.0,2024-12-08 11:06:03.415066,Complete
EL-AC-1723,EL-AC-1723,Test Product 8580 [Updated],Electronics,Accessories,457.41,91.0,2024-04-23 11:06:03.419531,Complete
EL-LA-3319,EL-LA-3319,Test Product 8661 - Latest Model,Electronics,Laptops,343.34,0.0,2024-08-30 11:06:03.421929,Complete
BO-CH-3182,BO-CH-3182,Test Product 8664 [Updated],Books,Children,235.37,21.0,2024-08-18 11:06:03.422018,Complete
EL-LA-3319,EL-LA-3319,Test Product 8707 [Updated],Electronics,Laptops,343.34,0.0,2024-08-30 11:06:03.421929,Complete
CL-AC-3689,CL-AC-3689,Test Product 9410 (New),"",Accessories,146.87,66.0,2024-09-15 11:06:03.443957,Complete
TO-AR-8807,TO-AR-8807,Test Product 9530 (New),Toys,Arts & Crafts,179.60,0.0,2024-08-12 11:06:03.455846,Complete
EL-CA-3633,EL-CA-3633,Test Product 9588 (New),Electronics,Cameras,190.48,0.0,2024-03-09 11:06:03.449175,Complete
SP-CL-7694,SP-CL-7694,Test Product 9602 (New),Sports,,238.15,94.0,2024-03-25 11:06:03.449585,Missing subcategory
TO-BU-4868,TO-BU-4868,Test Product 9768 [Updated],Toys,Building,253.83,85.0,2025-01-01 11:06:03.45442,Complete
TO-AR-8807,TO-AR-8807,Test Product 9816 [Updated],Toys,Arts & Crafts,179.60,0.0,2024-08-12 11:06:03.455846,Complete
BO-CH-7408,BO-CH-7408,Test Product 2493 [Updated] ,Books,Children,24.31,29.0,2024-04-09 11:06:03.240131,Complete
BO-NO-1574,BO-NO-1574,,Books,Non-Fiction,485.11,6.0,2024-12-08 11:06:03.415066,Complete
TO-BU-2223,TO-BU-2223,Test Product 4406 - Latest Model ,Toys,Building,125.77,71.0,2024-08-19 11:06:03.297173,Complete
BO-RE-8986,BO-RE-8986,Test Product 242 (New) ,Books,Reference,354.29,27.0,2024-05-23 11:06:03.173143,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model ,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-NO-1574,BO-NO-1574,Test Product 8427 [Updated] ,Books,Non-Fiction,485.11,6.0,2024-12-08 11:06:03.415066,Complete
BO-FI-6243,BO-FI-6243,Test Product 2218 [Updated] ,Books,Fiction,74.90,30.0,2024-12-14 11:06:03.231999,Complete
CL-ME-4960,CL-ME-4960,Test Product 4528 [Updated] ,Clothing,Mens,187.04,0.0,2024-06-14 11:06:03.301,Complete
EL-PH-4119,EL-PH-4119,Test Product 4377 ,Electronics,Phones,14.83,89.0,2024-08-22 11:06:03.296318,Complete
SP-CL-7694,SP-CL-7694,Test Product 9602 (New) ,Sports,,238.15,94.0,2024-03-25 11:06:03.449585,Missing subcategory
BO-NO-1067,BO-NO-1067,Test Product 3334 [Updated] ,Books,Non-Fiction,310.69,34.0,2024-08-22 11:06:03.266,Complete
TO-ED-5877,TO-ED-5877,Test Product 7041 (New) ,Toys,Educational,54.72,14.0,2024-05-30 11:06:03.37448,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170 ,Sports,Clothing,455.03,33.0,2024-02-13 11:06:03.201139,Complete
BO-FI-2333,BO-FI-2333,Test Product 104 (New) ,Books,Fiction,477.50,35.0,2024-06-13 11:06:03.169,Complete
BO-CH-3182,BO-CH-3182,Test Product 8664 [Updated] ,Books,Children,235.37,21.0,2024-08-18 11:06:03.422018,Complete
EL-PH-4119,EL-PH-4119,,Electronics,Phones,14.83,89.0,2024-08-22 11:06:03.296318,Complete
TO-AR-8807,TO-AR-8807,Test Product 9530 (New) ,Toys,Arts & Crafts,179.60,0.0,2024-08-12 11:06:03.455846,Complete
EL-AC-1723,EL-AC-1723,Test Product 8580 [Updated] ,Electronics,Accessories,457.41,91.0,2024-04-23 11:06:03.419531,Complete
SP-CL-7136,SP-CL-7136,Test Product 1848 [Updated] ,Sports,Clothing,150.06,93.0,2024-06-25 11:06:03.221121,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model ,Toys,Building,253.83,85.0,2025-01-01 11:06:03.45442,Complete
EL-PH-4575,EL-PH-4575,Test Product 7809 ,Electronics,Phones,71.10,12.0,2024-05-21 11:06:03.397,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated] ,Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349,Complete
CL-AC-3689,CL-AC-3689,Test Product 9410 (New) ,"",Accessories,146.87,66.0,2024-09-15 11:06:03.443957,Complete
EL-CA-3843,EL-CA-3843,Test Product 4280 (New) ,Electronics,Cameras,329.85,51.0,2024-05-22 11:06:03.293467,Complete
HO-ST-7249,HO-ST-7249,Test Product 7490 [Updated] ,Home & kitchen,Storage,,14.0,2024-05-15 11:06:03.387604,Missing price
SP-AC-7269,SP-AC-7269,Test Product 628 [Updated] ,Sports,Accessories,,99.0,2025-01-27 11:06:03.18484,Missing price
SP-OU-3806,SP-OU-3806,Test Product 5402 - Latest Model ,Sports,Outdoor,350.56,49.0,2024-09-11 11:06:03.327,Complete
EL-CA-3633,EL-CA-3633,Test Product 9588 (New) ,Electronics,Cameras,190.48,0.0,2024-03-09 11:06:03.449175,Complete
HO-FU-6242,HO-FU-6242,Test Product 6371 [Updated] ,Home & kitchen,Furniture,174.96,95.0,2024-04-28 11:06:03.355,Complete
TO-ED-5877,TO-ED-5877,Test Product 7041 (New),Toys,Educational,54.72,14.0,2024-05-30 11:06:03.37448,Complete
BO-NO-6978,BO-NO-6978,Test Product 7046 - Latest Model,Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349,Complete
HO-ST-7249,HO-ST-7249,Test Product 7490 [Updated],Home & kitchen,Storage,494.24,14.0,2024-05-15 11:06:03.387604,Complete
EL-PH-4575,EL-PH-4575,Test Product 7809,Electronics,Phones,71.10,12.0,2024-05-21 11:06:03.397,Complete
EL-AC-1723,EL-AC-1723,Test Product 8580 [Updated],Electronics,Accessories,457.41,91.0,2024-04-23 11:06:03.419531,Complete
EL-LA-3319,EL-LA-3319,Test Product 8661 - Latest Model,Electronics,Laptops,343.34,0.0,2024-08-30 11:06:03.421929,Complete
BO-CH-3182,BO-CH-3182,Test Product 8664 [Updated],Books,Children,235.37,21.0,2024-08-18 11:06:03.422018,Complete
EL-LA-3319,EL-LA-3319,Test Product 8707 [Updated],Electronics,Laptops,343.34,0.0,2024-08-30 11:06:03.421929,Complete
CL-AC-3689,CL-AC-3689,Test Product 9410 (New),"",Accessories,146.87,66.0,2024-09-15 11:06:03.443957,Complete
EL-CA-3633,EL-CA-3633,Test Product 9588 (New),Electronics,Cameras,190.48,0.0,2024-03-09 11:06:03.449175,Complete
SP-CL-7694,SP-CL-7694,Test Product 9602 (New),Sports,,238.15,94.0,2024-03-25 11:06:03.449585,Missing subcategory
TO-BU-4868,TO-BU-4868,Test Product 9768 [Updated],Toys,Building,253.83,85.0,2025-01-01 11:06:03.45442,Complete
TO-BU-2223,TO-BU-2223,Test Product 4406 - Latest Model ,Toys,Building,127.03,71.0,2024-08-19 11:06:03.297173,Complete
BO-RE-8986,BO-RE-8986,Test Product 242 (New) ,Books,Reference,357.83,27.0,2024-05-23 11:06:03.173143,Complete
BO-FI-6243,BO-FI-6243,Test Product 2218 [Updated] ,Books,Fiction,75.65,30.0,2024-12-14 11:06:03.231999,Complete
CL-ME-4960,CL-ME-4960,Test Product 4528 [Updated] ,Clothing,Mens,188.91,0.0,2024-06-14 11:06:03.301,Complete
EL-PH-4119,EL-PH-4119,Test Product 4377 ,Electronics,Phones,14.83,89.0,2024-08-22 11:06:03.296318,Complete
SP-CL-7694,SP-CL-7694,Test Product 9602 (New) ,Sports,,238.15,94.0,2024-03-25 11:06:03.449585,Missing subcategory
BO-NO-1067,BO-NO-1067,Test Product 3334 [Updated] ,Books,Non-Fiction,307.61,34.0,2024-08-22 11:06:03.266,Complete
TO-ED-5877,TO-ED-5877,Test Product 7041 (New) ,Toys,Educational,54.72,14.0,2024-05-30 11:06:03.37448,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170 ,Sports,Clothing,371.15,33.0,2024-02-13 11:06:03.201139,Complete
BO-FI-2333,BO-FI-2333,Test Product 104 (New) ,Books,Fiction,482.28,35.0,2024-06-13 11:06:03.169,Complete
BO-CH-3182,BO-CH-3182,Test Product 8664 [Updated] ,Books,Children,235.37,21.0,2024-08-18 11:06:03.422018,Complete
EL-PH-4119,EL-PH-4119,,Electronics,Phones,14.83,89.0,2024-08-22 11:06:03.296318,Complete
EL-AC-1723,EL-AC-1723,Test Product 8580 [Updated] ,Electronics,Accessories,457.41,91.0,2024-04-23 11:06:03.419531,Complete
SP-CL-7136,SP-CL-7136,Test Product 1848 [Updated] ,Sports,Clothing,151.56,93.0,2024-06-25 11:06:03.221121,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model ,Toys,Building,253.83,85.0,2025-01-01 11:06:03.45442,Complete
EL-PH-4575,EL-PH-4575,Test Product 7809 ,Electronics,Phones,71.10,12.0,2024-05-21 11:06:03.397,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated] ,Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349,Complete
CL-AC-3689,CL-AC-3689,Test Product 9410 (New) ,"",Accessories,146.87,66.0,2024-09-15 11:06:03.443957,Complete
EL-CA-3843,EL-CA-3843,Test Product 4280 (New) ,Electronics,Cameras,333.14,51.0,2024-05-22 11:06:03.293467,Complete
HO-ST-7249,HO-ST-7249,Test Product 7490 [Updated] ,Home & kitchen,Storage,494.24,14.0,2024-05-15 11:06:03.387604,Complete
SP-AC-7269,SP-AC-7269,Test Product 628 [Updated] ,Sports,Accessories,404.23,99.0,2025-01-27 11:06:03.18484,Complete
SP-OU-3806,SP-OU-3806,Test Product 5402 - Latest Model ,Sports,Outdoor,354.06,49.0,2024-09-11 11:06:03.327,Complete
EL-CA-3633,EL-CA-3633,Test Product 9588 (New) ,Electronics,Cameras,190.48,0.0,2024-03-09 11:06:03.449175,Complete
BO-NO-6978,BO-NO-6978,Test Product 7046 - Latest Model,Books,Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349,Complete
TO-BU-4868,TO-BU-4868,Test Product 9768 [Updated],Toys,Building,251.32,85.0,2025-01-01 11:06:03.45442,Complete
BO-NO-1067,BO-NO-1067,Test Product 3334 [Updated] ,Books,Non-Fiction,310.69,34.0,2024-08-22 11:06:03.266,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170 ,Sports,Clothing,371.15,33.0,2024-02-13 11:06:03.201139,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model ,Toys,Building,251.32,85.0,2025-01-01 11:06:03.45442,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated] ,Books,Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349,Complete
BO-NO-6978,BO-NO-6978,Test Product 7046 - Latest Model,Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349,Complete
TO-BU-4868,TO-BU-4868,Test Product 9768 [Updated],Toys,Building,253.83,85.0,2025-01-01 11:06:03.45442,Complete
BO-NO-1067,BO-NO-1067,Test Product 3334 [Updated] ,Books,Non-Fiction,310.69,34.0,2024-08-22 11:06:03.266,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170 ,Sports,Clothing,450.53,33.0,2024-02-13 11:06:03.201139,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model ,Toys,Building,253.83,85.0,2025-01-01 11:06:03.45442,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated] ,Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170 ,Sports,Clothing,450.53,33.0,2024-02-13 11:06:03.201139,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170 ,Sports,Clothing,455.03,33.0,2024-02-13 11:06:03.201139,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170 ,Sports,Clothing,455.03,33.0,2024-02-13 11:06:03.201139,Complete
